"short_name","council_name","abs_lga_name","abs_lga_code","stratum","is_local_government","is_indigenous_council","website","population_latest","population_latest_year","population_10yr_prior","census2021_total_persons","census2021_indigenous_persons","seifa_irsd_score","seifa_irsd_decile_aus","seifa_irsd_percentile_aus","seifa_irsd_decile_state","seifa_irsad_score","seifa_irsad_decile_aus","seifa_ier_score","seifa_ieo_score","median_age","median_personal_income_weekly","median_household_income_weekly","avg_household_size","avg_persons_per_bedroom","median_family_income_weekly","median_rent_weekly","median_mortgage_monthly","staff_data_year","staff_fte_indoor","staff_fte_outdoor","staff_fte_total","finance_data_year","total_operating_income_k","net_rates_and_utility_charges_k","employee_expenses_k","water_sewer_data_year","water_connections_total","water_connections_residential","sewerage_connections_total","adri_andri","adri_coping_capacity","adri_adaptive_capacity","adri_information_access","mean_remoteness_score","indigenous_share_pct","is_water_service_provider","above_soci_water_threshold","own_source_revenue_share","staff_per_1000_residents","adri_social_character","adri_economic_capital","adri_planning_build_environment","adri_emergency_services","adri_govt_leadership","adri_community_social_engagement","adri_community_capital","url_status","worst_remoteness_score","icfp_eligible","deamalgamated_2014","ai_status","ai_infrastructure_type","ai_source","water_utility","water_control_tier","water_connections_2023_24","meets_soci_threshold","has_published_ai_governance_policy","ai_detail","ai_region","ai_policy_scan_result","ai_policy_url","airports_total","airports_council_operated","airports_external","has_lifeline_airstrip","airport_control_tier","roads_data_year","road_km_rural","road_km_urban","road_km_total","waste_data_year","waste_properties_serviced","waste_tonnes_domestic","waste_collection_cost_k","isolated_power_network","isolated_power_confidence","indoor_staff_share","water_connections_best","water_connections_vintage","ai_deployment_confirmed"
"Noosa","Noosa Shire Council","Noosa","35740","seq_metro","True","False","https://www.noosa.qld.gov.au","59551","2025","53497","56298","933","1030","9","83","10","1009","9","1029","1003","50","722","1467","2.4","0.8","1800","470","1900","2015_16","248","97","345","2015_16","93956","60665","27822","2015_16","0","","0","0.6933","0.6261","0.6398","0.521","1.0","1.7","False","False","0.646","5.79","0.6911","0.8363","0.4592","0.4205","0.6685","0.5759","0.5749","verified (blocks bots)","1","False","True","Confirmed AI","Road/pathway maintenance","TechnologyOne press release (11 Dec 2024)","Unitywater","bulk-authority (dependent)","358160","True","","AI/ML pothole and pavement-damage detection via camera mounted on waste trucks, in partnership with TechnologyOne and Retina Visions.","South East Queensland","not checked","","","","","","","2015_16","550.0","320.0","870.0","2015_16","27105.0","27600.0","4884.0","False","grid-connected (not on Ergon list)","0.719","358160","2023_24","True"
"North Burnett","North Burnett Regional Council","North Burnett","35760","outer_regional","True","False","https://northburnett.qld.gov.au/","10562","2025","10607","10068","708","902","2","13","3","888","2","943","887","49","555","1021","2.2","0.8","1317","200","1000","2015_16","85","124","209","2015_16","34657","14633","13892","2015_16","3349","2766","2721","0.445","0.3957","0.4445","0.0716","2.567","7.0","True","False","0.422","19.79","0.5739","0.4608","0.4906","0.4117","0.5109","0.4201","0.5791","verified","3","False","False","No evidence found","","","","","","False","","Searched; no AI-infrastructure deployment located in public sources as of 29 Aug 2026. Does not prove absence — only that none was found in sources checked.","Wide Bay-Burnett","not checked","","","","","","","2015_16","4034.0","128.0","4162.0","2015_16","3037.0","3597.0","720.0","False","grid-connected (not on Ergon list)","0.407","3349","2015_16","False"
"Northern Peninsula Area","Northern Peninsula Area Regional Council","Northern Peninsula Area","35780","indigenous","True","True","https://www.nparc.qld.gov.au","2944","2025","2836","2781","2285","702","1","6","3","792","1","636","881","23","604","1331","3.5","1.3","1287","120","1300","2015_16","","","0","2015_16","27562","1572","8927","2015_16","0","","0","0.1422","0.1691","0.141","0.0396","5.0","82.2","False","False","0.057","0.0","0.3555","0.256","0.3572","0.4597","0.2082","0.2107","0.1117","verified (blocks bots)","5","True","False","No evidence found","","","","","","False","","Searched; no AI-infrastructure deployment located in public sources as of 29 Aug 2026. Does not prove absence — only that none was found in sources checked.","Far North Queensland","not checked","","1","1","0","True","lifeline","2015_16","332.0","31.0","363.0","2015_16","","","","True","verified — named on ergon.com.au","","0","2015_16","False"
"Palm Island","Palm Island Aboriginal Shire Council","Palm Island","35790","indigenous","True","True","https://www.palmcouncil.qld.gov.au","2335","2025","2550","2098","1918","567","1","4","2","707","1","570","851","26","380","977","3.7","1.2","898","125","2167","2015_16","91","39","130","2015_16","20448","469","9163","2015_16","0","","0","0.1283","0.1232","0.1427","0.0213","4.0","91.4","False","False","0.023","55.67","0.218","0.2008","0.4496","0.4158","0.1342","0.3114","0.0643","verified (blocks bots)","4","True","False","No evidence found","","","","","","False","","Searched; no AI-infrastructure deployment located in public sources as of 29 Aug 2026. Does not prove absence — only that none was found in sources checked.","Townsville-North West","not checked","","1","1","0","True","lifeline","2015_16","9.0","33.0","42.0","2015_16","","","","True","verified — named on ergon.com.au","0.7","0","2015_16","False"
"Paroo","Paroo Shire Council","Paroo","35800","very_remote","True","False","https://www.paroo.qld.gov.au","1724","2025","1734","1679","603","866","1","9","3","884","2","857","921","44","529","920","2.2","0.8","1268","125","679","2015_16","42","58","100","2015_16","14316","3589","5656","2015_16","963","868","1046","0.3932","0.3602","0.3927","0.0702","5.0","35.9","True","False","0.251","58.0","0.6583","0.3959","0.47","0.4428","0.5725","0.2157","0.4413","verified (blocks bots)","5","False","False","No evidence found","","","","","","False","","Searched; no AI-infrastructure deployment located in public sources as of 29 Aug 2026. Does not prove absence — only that none was found in sources checked.","Darling Downs-South West","not checked","","1","1","0","False","council-operated","2015_16","2207.0","52.0","2259.0","2015_16","552.0","2547.0","248.0","False","grid-connected (not on Ergon list)","0.42","963","2015_16","False"
"Pormpuraaw","Pormpuraaw Aboriginal Shire Council","Pormpuraaw","36070","indigenous","True","True","https://www.pormpuraaw.qld.gov.au","650","2025","764","611","479","547","1","4","2","706","1","512","759","34","351","1071","3.4","1.2","947","120","0","2015_16","23","53","76","2015_16","11561","235","4225","2015_16","0","","0","0.1351","0.1392","0.145","0.0283","5.0","78.4","False","False","0.02","116.92","0.3527","0.0568","0.7829","0.1458","0.2771","0.1237","0.1269","verified","5","True","False","No evidence found","","","","","","False","","Searched; no AI-infrastructure deployment located in public sources as of 29 Aug 2026. Does not prove absence — only that none was found in sources checked.","Far North Queensland","not checked","","1","1","0","True","lifeline","2015_16","550.0","16.0","566.0","2015_16","163.0","28.0","227.0","True","verified — named on ergon.com.au","0.303","0","2015_16","False"
"Quilpie","Quilpie Shire Council","Quilpie","36150","very_remote","True","False","https://quilpie.qld.gov.au/","720","2025","868","698","86","998","7","66","9","969","7","980","942","42","823","1312","2.4","0.8","1968","140","850","2015_16","17","47","64","2015_16","21857","4548","5443","2015_16","330","330","251","0.3932","0.3602","0.3927","0.0702","5.0","12.3","True","False","0.208","88.89","0.6583","0.3959","0.47","0.4428","0.5725","0.2157","0.4413","verified","5","False","False","No evidence found","","","","","","False","","Searched; no AI-infrastructure deployment located in public sources as of 29 Aug 2026. Does not prove absence — only that none was found in sources checked.","Darling Downs-South West","not checked","","1","1","0","False","council-operated","2015_16","2038.0","44.0","2082.0","2015_16","328.0","375.0","260.0","False","grid-connected (not on Ergon list)","0.266","330","2015_16","False"
"Redland","Redland City Council","Redland","36250","outer_regional","True","False","https://www.redland.qld.gov.au","172831","2025","150107","159222","4654","1024","8","80","10","1003","8","1041","979","43","786","1767","2.6","0.7","2131","420","1950","2015_16","694","176","870","2015_16","245517","209926","79301","2015_16","54603","52063","49582","0.6108","0.5675","0.564","0.3575","2.622","2.9","True","False","0.855","5.03","0.6608","0.722","0.5501","0.3804","0.5736","0.5684","0.6195","verified (blocks bots)","4","False","False","AI-adjacent (IoT/smart, no AI confirmed)","Water monitoring; wildlife monitoring","Your Say Redlands Coast (Smart and Connected City Strategy page)","Redland City Council","direct (council-operated)","65497","False","False","""Intelligent water monitoring"" and ""smart koala monitoring"" cited as existing smart-city examples in draft Redlands Coast Smart and Connected City Strategy. Sources found do not explicitly confirm an AI (vs rules-based IoT) layer.","South East Queensland","NOT FOUND","","","","","","","2015_16","324.0","778.0","1102.0","2015_16","57080.0","57334.0","7248.0","False","grid-connected (not on Ergon list)","0.798","65497","2023_24","False"
"Richmond","Richmond Shire Council","Richmond","36300","very_remote","True","False","https://www.richmond.qld.gov.au","788","2025","820","761","55","1009","8","73","9","975","7","1005","924","37","918","1757","2.6","0.8","1929","133","800","2015_16","21","45","66","2015_16","10670","1472","4698","2015_16","397","281","329","0.385","0.4024","0.3565","0.0998","5.0","7.2","True","False","0.138","83.76","0.8157","0.4996","0.517","0.4485","0.4973","0.2562","0.3629","verified","5","False","False","No evidence found","","","","","","False","","Searched; no AI-infrastructure deployment located in public sources as of 29 Aug 2026. Does not prove absence — only that none was found in sources checked.","Townsville-North West","not checked","","1","1","0","True","lifeline","2015_16","1281.0","15.0","1296.0","2015_16","308.0","365.0","108.0","False","grid-connected (not on Ergon list)","0.318","397","2015_16","False"
"Rockhampton","Rockhampton Regional Council","Rockhampton","36370","regional_city","True","False","https://www.rockhamptonregion.qld.gov.au/","85794","2025","82026","81968","7102","949","3","30","5","924","3","960","910","37","758","1477","2.5","0.8","1888","280","1400","2015_16","491","363","854","2015_16","196559","126821","69474","2015_16","31850","29446","29429","0.5844","0.4687","0.5935","0.4388","2.0","8.7","True","False","0.645","9.95","0.8592","0.6295","0.2144","0.4479","0.6288","0.544","0.4898","verified (blocks bots)","2","False","False","AI-adjacent (IoT/smart, no AI confirmed) + AI governance partnership","AI governance MoU; water treatment SCADA","Rockhampton Regional Council news release; TheCSRUniverse (Dec 2025)","Rockhampton Regional Council","direct (council-operated)","33514","False","False","MoU with Queensland AI Hub as strategic partners for AI uptake (governance/awareness, not deployment). Fitzroy River Water: Honeywell Experion PKS SCADA R530 deployed at Glenmore Water Treatment Plant and North Rockhampton Sewage Treatment Plant for automation/remote monitoring — industrial control automation, not confirmed as AI/ML.","Central Queensland","NOT FOUND","","1","1","0","False","council-operated","2015_16","1331.0","667.0","1998.0","2015_16","31221.0","24044.0","4833.0","False","grid-connected (not on Ergon list)","0.575","33514","2023_24","False"
"Scenic Rim","Scenic Rim Regional Council","Scenic Rim","36510","regional_city","True","False","https://www.scenicrim.qld.gov.au","46947","2025","40307","42984","1574","986","6","55","8","959","6","1019","949","46","661","1410","2.6","0.8","1706","315","1733","2015_16","185","177","362","2015_16","65001","44193","25792","2015_16","0","","0","0.5016","0.4264","0.5048","0.134","1.876","3.7","False","False","0.68","7.71","0.6269","0.7197","0.3978","0.4232","0.5664","0.4591","0.4337","verified (blocks bots)","2","False","False","No evidence found","","","Urban Utilities","bulk-authority (dependent)","676983","True","False","Searched; no AI-infrastructure deployment located in public sources as of 29 Aug 2026. Does not prove absence — only that none was found in sources checked.","South East Queensland","NOT FOUND","","","","","","","2015_16","1560.0","221.0","1781.0","2015_16","14158.0","16330.0","2734.0","False","grid-connected (not on Ergon list)","0.511","676983","2023_24","False"
"Somerset","Somerset Regional Council","Somerset","36580","regional_city","True","False","https://www.somerset.qld.gov.au","26936","2025","24681","25057","1172","944","3","27","5","913","3","998","896","45","620","1312","2.6","0.8","1517","300","1500","2015_16","81","100","181","2015_16","35159","19289","13414","2015_16","N/A","N/A","N/A","0.508","0.5068","0.463","0.5817","1.885","4.7","","","0.549","6.72","0.5387","0.631","0.3934","0.4217","0.5458","0.4053","0.4428","verified (blocks bots)","2","False","False","No evidence found","","","Urban Utilities","bulk-authority (dependent)","676983","True","","Searched; no AI-infrastructure deployment located in public sources as of 29 Aug 2026. Does not prove absence — only that none was found in sources checked.","South East Queensland","not checked","","","","","","","2015_16","1724.0","158.0","1882.0","2015_16","8984.0","6793.0","1068.0","False","grid-connected (not on Ergon list)","0.448","676983","2023_24","False"
"South Burnett","South Burnett Regional Council","South Burnett","36630","regional_city","True","False","https://www.southburnett.qld.gov.au","35111","2025","32589","32996","2045","907","2","14","3","885","2","945","888","48","542","1045","2.3","0.8","1337","245","1083","2015_16","187","142","329","2015_16","62194","42132","22962","2015_16","9942","8326","7987","0.4209","0.3529","0.4347","0.2967","2.0","6.2","True","False","0.677","9.37","0.5481","0.5623","0.3357","0.4097","0.4995","0.4165","0.3076","verified (blocks bots)","2","False","False","No evidence found","","","","","","False","","Searched; no AI-infrastructure deployment located in public sources as of 29 Aug 2026. Does not prove absence — only that none was found in sources checked.","Wide Bay-Burnett","not checked","","1","1","0","False","council-operated","2015_16","3039.0","238.0","3277.0","2015_16","11193.0","8644.0","1183.0","False","grid-connected (not on Ergon list)","0.568","9942","2015_16","False"
"Southern Downs","Southern Downs Regional Council","Southern Downs","36660","regional_city","True","False","https://www.sdrc.qld.gov.au","38064","2025","35566","36290","1965","939","3","23","4","909","3","964","900","48","590","1108","2.3","0.7","1396","255","1300","2015_16","140","185","325","2015_16","67441","50187","24095","2015_16","12481","10687","12173","0.4956","0.3944","0.5158","0.273","2.005","5.4","True","False","0.744","8.54","0.7059","0.5619","0.3882","0.389","0.5317","0.5347","0.3348","verified","3","False","False","No evidence found","","","Southern Downs Regional Council","direct (council-operated)","11627","False","False","Searched; no AI-infrastructure deployment located in public sources as of 29 Aug 2026. Does not prove absence — only that none was found in sources checked.","Darling Downs-South West","NOT FOUND","","","","","","","2015_16","2804.0","258.0","3062.0","2015_16","10912.0","9981.0","1953.0","False","grid-connected (not on Ergon list)","0.431","11627","2023_24","False"
"Sunshine Coast","Sunshine Coast Regional Council","Sunshine Coast","36720","seq_metro","True","False","https://www.sunshinecoast.qld.gov.au","381957","2025","295317","342541","8332","1022","8","78","10","1001","8","1023","991","43","755","1595","2.5","0.8","1920","440","1915","2015_16","1320","341","1661","2015_16","410464","256292","123394","2015_16","0","","0","0.7306","0.6781","0.6524","0.5978","1.454","2.4","False","False","0.624","4.35","0.6463","0.7828","0.5935","0.4201","0.6429","0.6404","0.6101","verified","2","False","False","Confirmed AI","Traffic signals; flood/stormwater monitoring; development assessment","Information Age/ACS (Jul 2026); HiLo Monitoring; Sunshine Coast Council site; Sunshine Coast News (Jul 2026)","Unitywater","bulk-authority (dependent)","358160","True","False","Swarco AI traffic signalling (CCTV+LiDAR) — Australia-first implementation. HiLo AI-enabled flood/surface-water monitoring, the reference deployment in QLD's own AFWI guideline. AI development-assessment tool (mylot.ai) for building applications. Separately, a private $200M NEXTDC ""SC2"" AI-ready data centre is under construction at Maroochydore (not council-operated).","South East Queensland","NOT FOUND","","1","0","1","False","external","2015_16","1557.0","1414.0","2971.0","2015_16","108613.0","71753.0","10606.0","False","grid-connected (not on Ergon list)","0.795","358160","2023_24","True"
"Tablelands","Tablelands Regional Council","Tablelands","36820","outer_regional","True","False","https://www.trc.qld.gov.au","27902","2025","25111","26244","2062","955","4","34","6","926","3","961","924","49","625","1167","2.3","0.8","1478","260","1352","2015_16","128","131","259","2015_16","53673","36876","21623","2015_16","9682","7369","5276","0.495","0.4122","0.5046","0.1003","3.0","7.9","True","False","0.687","9.28","0.5093","0.6466","0.6434","0.4547","0.6072","0.396","0.3602","verified","3","False","False","No evidence found","","","","","","False","False","Searched; no AI-infrastructure deployment located in public sources as of 29 Aug 2026. Does not prove absence — only that none was found in sources checked.","Far North Queensland","NOT FOUND","","","","","","","2015_16","1498.0","347.0","1845.0","2015_16","8763.0","11056.0","2133.0","False","grid-connected (not on Ergon list)","0.494","9682","2015_16","False"
"Toowoomba","Toowoomba Regional Council","Toowoomba","36910","regional_city","True","False","https://www.tr.qld.gov.au","186276","2025","162775","173204","8677","979","6","51","7","959","6","983","959","39","743","1461","2.5","0.8","1847","300","1517","2015_16","809","631","1440","2015_16","288344","219077","112416","2015_16","60198","55412","46791","0.5048","0.4161","0.5136","0.4319","2.0","5.0","True","False","0.76","7.73","0.6034","0.544","0.3956","0.3668","0.534","0.5259","0.3451","verified (blocks bots)","2","False","False","AI-adjacent (IoT/smart, no AI confirmed)","Water metering","Boomi press release (12 Dec 2023); SWAN Forum case study","Toowoomba Regional Council","direct (council-operated)","66193","False","False","64,000-68,000 smart water meters (Iota/Boomi/Optus consortium) for real-time usage and leak detection. IoT/automation platform; no AI-specific decisioning confirmed in sources found.","Darling Downs-South West","NOT FOUND","","1","0","1","False","external","2015_16","5533.0","1078.0","6611.0","2015_16","57939.0","36602.0","11124.0","False","grid-connected (not on Ergon list)","0.562","66193","2023_24","False"
"Torres","Torres Shire Council","Torres","36950","indigenous","True","True","https://www.torres.qld.gov.au","3490","2025","3753","3421","2358","904","2","13","3","939","4","824","981","30","877","2006","3.1","1.2","1951","200","1791","2015_16","20","65","85","2015_16","15343","5126","6133","2015_16","1269","1059","1369","0.3053","0.2617","0.3234","0.0621","5.0","68.9","True","False","0.334","24.36","0.4799","0.3522","0.4225","0.4594","0.4537","0.2518","0.2391","verified (blocks bots)","5","False","False","No evidence found","","","","","","False","","Searched; no AI-infrastructure deployment located in public sources as of 29 Aug 2026. Does not prove absence — only that none was found in sources checked.","Far North Queensland","not checked","","","","","","","2015_16","191.0","108.0","299.0","2015_16","646.0","2000.0","1221.0","True","verified — named on ergon.com.au","0.235","1269","2015_16","False"
"Torres Strait Island","Torres Strait Island Regional Council","Torres Strait Island","36960","indigenous","True","True","https://tsirc.qld.gov.au/","4298","2025","4731","4124","3737","649","1","6","2","777","1","628","885","27","411","976","3.5","1","923","130","0","2015_16","171","143","314","2015_16","61468","1223","21858","2015_16","1368","1207","1526","0.2307","0.1816","0.259","0.0237","5.0","90.6","True","False","0.02","73.06","0.3413","0.1753","0.4398","0.4456","0.3857","0.2149","0.1802","verified","5","True","False","No evidence found","","","","","","False","False","Searched; no AI-infrastructure deployment located in public sources as of 29 Aug 2026. Does not prove absence — only that none was found in sources checked.","Far North Queensland","NOT FOUND","","12","12","0","True","lifeline","2015_16","301.0","68.0","369.0","2015_16","1160.0","1800.0","727.0","True","verified — named on ergon.com.au","0.545","1368","2015_16","False"
"Townsville","Townsville City Council","Townsville","37010","outer_regional","True","False","https://www.townsville.qld.gov.au","206260","2025","190011","192768","16269","990","6","59","8","966","7","981","962","36","864","1701","2.5","0.8","2082","305","1517","2015_16","1020","710","1730","2015_16","384499","331327","136598","2015_16","84300","79500","72400","0.6645","0.5014","0.6858","0.2162","3.0","8.4","True","False","0.862","8.39","0.7292","0.7935","0.628","0.4584","0.7136","0.5954","0.2985","verified (blocks bots)","3","False","False","Confirmed AI","Water safety monitoring; animal control; planned flood prediction","Townsville City Council media release (Jun 2025); Public Spectrum (Jun 2025)","Townsville City Council","direct (council-operated)","89020","False","False","$928.2M 2025/26 budget invests in AI and sensor technologies: AI water-monitoring system for aquatic safety planned at Riverway Lagoon, AI-driven animal-control analytics, and planned AI-based flood prediction and emergency response coordination.","Townsville-North West","NOT FOUND","","1","1","0","False","council-operated","2015_16","582.0","1154.0","1736.0","2015_16","76965.0","46736.0","16300.0","False","grid-connected (not on Ergon list)","0.59","89020","2023_24","True"
"Weipa","Weipa Town Authority","Weipa","37300","very_remote","False","False","https://www.weipatownauthority.com.au","4297","2025","3964","4100","814","1058","10","92","10","1036","9","1011","944","30","1558","2978","2.9","1","3283","500","2063","","","","","","","","","","","","","0.4296","0.4995","0.3582","0.583","5.0","19.9","","","","","0.697","0.378","0.7751","0.4605","0.4644","0.3096","0.2945","verified (blocks bots)","5","False","False","No evidence found","","","","","","False","","Searched; no AI-infrastructure deployment located in public sources as of 29 Aug 2026. Does not prove absence — only that none was found in sources checked.","Far North Queensland","not checked","","1","1","0","False","council-operated","","","","","","","","","False","grid-connected (not on Ergon list)","","","","False"
"Western Downs","Western Downs Regional Council","Western Downs","37310","outer_regional","True","False","https://www.wdrc.qld.gov.au","35452","2025","33867","33843","2585","946","3","28","5","922","3","969","912","38","716","1374","2.5","0.8","1713","240","1300","2015_16","297","356","653","2015_16","145124","66621","49768","2015_16","11518","10290","9762","0.4188","0.3265","0.4473","0.1342","2.848","7.6","True","False","0.459","18.42","0.593","0.4862","0.4787","0.3832","0.5084","0.4289","0.2994","verified (blocks bots)","3","False","False","No evidence found","","ABC News (24 Aug 2026)","Western Downs Regional Council","direct (council-operated)","11702","False","","No council-operated AI-infrastructure deployment found. A private $31.9bn ""Western Downs Digital Park"" AI data centre (Zerra DC, Singapore) is proposed near Dalby — private infrastructure sited in the LGA, not council-deployed AI.","Darling Downs-South West","not checked","","1","1","0","False","council-operated","2015_16","7196.0","330.0","7526.0","2015_16","10463.0","6670.0","1164.0","False","grid-connected (not on Ergon list)","0.455","11702","2023_24","False"
"Whitsunday","Whitsunday Regional Council","Whitsunday","37340","outer_regional","True","False","https://www.whitsundayrc.qld.gov.au/","41374","2025","34509","37152","2156","969","5","44","7","935","4","977","899","40","795","1472","2.4","0.8","1856","300","1612","2015_16","176","187","363","2015_16","104248","76422","27172","2015_16","14661","13525","11747","0.4447","0.4426","0.4156","0.1203","3.013","5.8","True","False","0.733","8.77","0.697","0.6204","0.5661","0.4204","0.4873","0.395","0.4301","verified (blocks bots)","4","False","False","No evidence found","","","Whitsunday Regional Council","direct (council-operated)","14922","False","False","Searched; no AI-infrastructure deployment located in public sources as of 29 Aug 2026. Does not prove absence — only that none was found in sources checked.","Mackay-Whitsunday-Isaac","NOT FOUND","","3","3","0","True","lifeline","2015_16","1556.0","286.0","1842.0","2015_16","12849.0","31250.0","2192.0","False","grid-connected (not on Ergon list)","0.485","14922","2023_24","False"
"Winton","Winton Shire Council","Winton","37400","very_remote","True","False","https://www.winton.qld.gov.au","1152","2025","1222","1129","82","993","7","62","8","959","6","972","932","45","882","1316","2.1","0.8","2048","150","863","2015_16","43","54","97","2015_16","17251","3587","7206","2015_16","612","596","560","0.4189","0.3681","0.4241","0.0882","5.0","7.3","True","False","0.208","84.2","0.7411","0.4701","0.4698","0.357","0.6176","0.2098","0.4284","verified (blocks bots)","5","False","False","No evidence found","","","","","","False","","Searched; no AI-infrastructure deployment located in public sources as of 29 Aug 2026. Does not prove absence — only that none was found in sources checked.","Central Queensland","not checked","","1","1","0","False","council-operated","2015_16","2445.0","21.0","2466.0","2015_16","584.0","","119.0","False","grid-connected (not on Ergon list)","0.443","612","2015_16","False"
"Woorabinda","Woorabinda Aboriginal Shire Council","Woorabinda","37550","indigenous","True","True","https://www.woorabinda.qld.gov.au","1087","2025","989","1019","933","492","1","1","1","659","1","513","816","23","361","684","3.3","1.2","707","120","0","2015_16","","","","2015_16","","","","2015_16","N/A","N/A","N/A","0.4383","0.3589","0.4567","0.1193","3.0","91.6","","","","","0.5335","0.4062","0.6076","0.4296","0.5612","0.3687","0.4039","verified (blocks bots)","3","True","False","No evidence found","","","","","","False","","Searched; no AI-infrastructure deployment located in public sources as of 29 Aug 2026. Does not prove absence — only that none was found in sources checked.","Central Queensland","not checked","","","","","","","2015_16","47.0","10.0","57.0","2015_16","","","","False","grid-connected (not on Ergon list)","","","","False"
"Wujal Wujal","Wujal Wujal Aboriginal Shire Council","Wujal Wujal","37570","indigenous","True","True","https://www.wujalwujalcouncil.qld.gov.au","301","2025","287","276","258","510","1","2","1","692","1","542","862","29","332","840","3.2","1.2","833","70","0","2015_16","35","41","76","2015_16","7893","0","2993","2015_16","0","","0","0.3093","0.2935","0.3123","0.0569","4.0","93.5","False","False","0.0","252.49","0.5131","0.4869","0.453","0.4082","0.473","0.1986","0.2582","verified (blocks bots)","4","True","False","No evidence found","","","","","","False","","Searched; no AI-infrastructure deployment located in public sources as of 29 Aug 2026. Does not prove absence — only that none was found in sources checked.","Far North Queensland","not checked","","","","","","","2015_16","13.0","5.0","18.0","2015_16","88.0","410.0","128.0","False","grid-connected (not on Ergon list)","0.461","0","2015_16","False"
"Yarrabah","Yarrabah Aboriginal Shire Council","Yarrabah","37600","indigenous","True","True","https://www.yarrabah.qld.gov.au","2669","2025","2695","2505","2402","512","1","2","1","678","1","569","788","25","337","1254","4.5","1.5","911","150","1392","2015_16","36","79","115","2015_16","15598","572","5710","2015_16","0","","0","0.2662","0.1585","0.3195","0.0263","3.0","95.9","False","False","0.037","43.09","0.283","0.0695","0.715","0.4415","0.346","0.3991","0.0233","verified","3","True","False","No evidence found","","","","","","False","False","Searched; no AI-infrastructure deployment located in public sources as of 29 Aug 2026. Does not prove absence — only that none was found in sources checked.","Far North Queensland","NOT FOUND","","","","","","","2015_16","35.0","21.0","56.0","2015_16","","","","False","grid-connected (not on Ergon list)","0.313","0","2015_16","False"
